Bulan,Konsumen,Kode Produk,Nama Produk,Jumlah,Satuan,
JUNI 2020,"KARUNIA, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),100,POT,
JUNI 2020,"KARUNIA, APT",YKT035,"YEKADRYL EXTRA (Diphenhydramin HCl 12,5 mg, Dextromethorphan HBr 15,0 mg, Ammonium Chlo",100,BTL,
JUNI 2020,"SALSA FHARMA, APTK",NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),180,BTL,
JUNI 2020,"SALSA FHARMA, APTK",RAM052,BROXOLIC 15 MG SYRUP 60 ML,150,BTL,
JUNI 2020,"BROMO JAYA, APOTEK",NPH017,ALERGEN KAPLET 200'S,1,BOX,
JUNI 2020,"BROMO JAYA, APOTEK",RAM046,AFOLAT 400 MG TABLET 100S,1,BOX,
JUNI 2020,"BROMO JAYA, APOTEK",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,10,BOX,
JUNI 2020,"BROMO JAYA, APOTEK",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,5,BOX,
JUNI 2020,"BROMO JAYA, APOTEK",SPD003,"CARBIDU 0,5 MG TABLET 200'S",1,BOX,
JUNI 2020,"BROMO JAYA, APOTEK",ZNT033,ZELONA TABLET 100'S,2,BOX,
JUNI 2020,"ADI MAKMUR II, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,20,BOX,
JUNI 2020,"ADI MAKMUR II, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100'S,136,BOX,
JUNI 2020,"ADI MAKMUR II, APOTEK",RAM001,CALORTUSIN KAPLET 100's,50,BOX,
JUNI 2020,"ADI MAKMUR II, APOTEK",RAM030,ERYRA FORTE TABLET 100's,15,BOX,
JUNI 2020,"ADI MAKMUR II, APOTEK",TRM004,TRIMAKAL KAPLET 100'S,10,BOX,
JUNI 2020,"ADI MAKMUR II, APOTEK",TRM022,LIVTEZIN 10 (Cetirizine HCl 10 mg) KAPLET 100'S,10,BOX,
JUNI 2020,"RATU FARMA, APTK",ERT001,ETABION KAPSUL 100'S,100,BOX,
JUNI 2020,"RATU FARMA, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,272,BOX,
JUNI 2020,"RATU FARMA, APTK",NPG052,PIROXICAM 10 MG TABLET 100'S,136,BOX,
JUNI 2020,"RATU FARMA, APTK",NPG054,MELOXICAM 15 MG TABLET 100'S,50,BOX,
JUNI 2020,"RATU FARMA, APTK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,50,BOX,
JUNI 2020,"RATU FARMA, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)","1,280",POT,
JUNI 2020,"RATU FARMA, APTK",RAM001,CALORTUSIN KAPLET 100's,50,BOX,
JUNI 2020,"RATU FARMA, APTK",TRM004,TRIMAKAL KAPLET 100'S,100,BOX,
JUNI 2020,"RATU FARMA, APTK",TRMG003,PREDNISON 5 MG TABLET 100'S,100,BOX,
JUNI 2020,TOKO OBAT PULAU BARU,AFI021,DUN SALEP (Icthammolum) 15 GR POT/ 12'S,768,POT,
JUNI 2020,TOKO OBAT PULAU BARU,AFI022,QOM (Borax Glycerine 10%) 10 ml /24'S,576,BTL,
JUNI 2020,TOKO OBAT PULAU BARU,ERT001,ETABION KAPSUL 100'S,100,BOX,
JUNI 2020,"JAYA MANDIRI, APTK",ERT023,ETAMOXUL SYRUP 60 ML,150,BTL,
JUNI 2020,"JAYA MANDIRI, APTK",NPH012,NOVATRIM SYRUP 60 ML,80,BTL,
JUNI 2020,"JAYA MANDIRI, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,10,BOX,
JUNI 2020,"JAYA MANDIRI, APTK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,20,BOX,
JUNI 2020,"JAYA MANDIRI, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,50,BOX,
JUNI 2020,"JAYA MANDIRI, APTK",YKT022,YEKAPRIM SYRUP 60 ML,200,BTL,
JUNI 2020,"REFATA, APOTEK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,2,BOX,
JUNI 2020,"REFATA, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,2,BOX,
JUNI 2020,"REFATA, APOTEK",NPG049,SIMVASTATIN 10 MG TABLET 100'S,3,BOX,
JUNI 2020,"REFATA, APOTEK",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,3,BOX,
JUNI 2020,"REFATA, APOTEK",RAG011,ANTASIDA DOEN TABLET 100'S,1,BOX,
JUNI 2020,"REFATA, APOTEK",RAG012,AMLODIPINE BESILATE 5 MG TABLET 100'S,2,BOX,
JUNI 2020,"REFATA, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,4,BOX,
JUNI 2020,"MEDIFARMA SYARIAH, APOTEK",ERT001,ETABION KAPSUL 100'S,100,BOX,
JUNI 2020,"MEDIFARMA SYARIAH, APOTEK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,10,BOX,
JUNI 2020,"MEDIFARMA SYARIAH, APOTEK",IFR052,LERZIN KAPSUL 50's,38,BOX,
JUNI 2020,"MEDIFARMA SYARIAH, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,50,BOX,
JUNI 2020,"MEDIFARMA SYARIAH, APOTEK",NPG052,PIROXICAM 10 MG TABLET 100'S,136,BOX,
JUNI 2020,"MEDIFARMA SYARIAH, APOTEK",NPH034,NUVOPEC 15 MG SYRUP 60 ML,180,BTL,
JUNI 2020,"MEDIFARMA SYARIAH, APOTEK",SMC001,SAMCOBION KAPSUL 100's,100,BOX,
JUNI 2020,"MEDIFARMA SYARIAH, APOTEK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),100,POT,
JUNI 2020,"JAYA, APOTEK",BMF009,"DEXTACO (Dexametason 0.5 mg, Dex-ctm 2 mg) KAPLET 100'S",6,BOX,
JUNI 2020,"JAYA, APOTEK",ERG005,COTRIMOXAZOLE 480 MG KAPLET 100'S,3,BOX,
JUNI 2020,"JAYA, APOTEK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",6,BOX,
JUNI 2020,"JAYA, APOTEK",LAN001,"LANADEXON 0,5 MG KALPET 100'S",6,BOX,
JUNI 2020,"JAYA, APOTEK",LAN004,LANAMOL 500 MG KAPLET 100'S,4,BOX,
JUNI 2020,"JAYA, APOTEK",MBFG001,ONDANSETRON hci dihidrate 4 MG TAB 30'S,5,BOX,
JUNI 2020,"JAYA, APOTEK",MLX008,"MOLEXFLU SYRUP 60 ml ( Paracetamol,Phenylpropanolamine HCI,Chlorphenamine Maleate",12,BTL,
JUNI 2020,"JAYA, APOTEK",NPG049,SIMVASTATIN 10 MG TABLET 100'S,50,BOX,
JUNI 2020,"JAYA, APOTEK",RAM021,RAMADRYL EKSPEKTORAN SYRUP 60 ML,12,BTL,
JUNI 2020,"JAYA, APOTEK",SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S",3,BOX,
JUNI 2020,"JAYA, APOTEK",SMC021,COD LIVER OIL KAPSUL 100'S,5,BTL,
JUNI 2020,"JAYA, APOTEK",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP",3,BOX,
JUNI 2020,"BERKAT JAYA FARMA, APTK",DEF009,VITAMIN B COMPLEX TABLET 100'S,200,POT,
JUNI 2020,"BERKAT JAYA FARMA, APTK",ERT022,ETAMOXUL KAPLET 100'S,100,BOX,
JUNI 2020,"BERKAT JAYA FARMA, APTK",NPH069,PARAFEN KAPLET 100's,50,BOX,
JUNI 2020,"BERKAT JAYA FARMA, APTK",RAG011,ANTASIDA DOEN TABLET 100'S,300,BOX,
JUNI 2020,"BERKAT JAYA FARMA, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),300,POT,
#REF!,"RADITYA BINA FARMA, PT",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,500,BOX,
#REF!,"RADITYA BINA FARMA, PT",ERG017,AMLODIPINE 5 MG TABLET 30'S,700,BOX,
#REF!,"RADITYA BINA FARMA, PT",ERT010,ETAFEN 400 MG TABLET 100'S,100,BOX,
#REF!,"RADITYA BINA FARMA, PT",NPG040,AMBROXOL 30 MG TABLET 100'S,400,BOX,
#REF!,"RADITYA BINA FARMA, PT",RAM046,AFOLAT 400 MG TABLET 100S,50,BOX,
#REF!,"RADITYA BINA FARMA, PT",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),200,POT,
#REF!,"RADITYA BINA FARMA, PT",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,200,BOX,
#REF!,"RADITYA BINA FARMA, PT",TRMG006,DOMPERIDONE MALEAT 10 MG TABLET 100'S,300,BOX,
#REF!,"RADITYA BINA FARMA, PT",TRMG009,ANTASIDA DOEN TABLET 100'S,200,BOX,
#REF!,"PERINTIS BUKIT FARMA, PT",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,200,BOX,
#REF!,"PERINTIS BUKIT FARMA, PT",TRM001,TRIMALGIN 500 MG KAPLET 100'S,200,BOX,
#REF!,"PERINTIS BUKIT FARMA, PT",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP",720,BOX,
#REF!,"PERINTIS BUKIT FARMA, PT",TRM019,"TRIMABION (Vit B1, B6, B12) TABLET 100'S",200,BOX,
#REF!,"PERINTIS BUKIT FARMA, PT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"4,000",POT,
#REF!,"PERINTIS BUKIT FARMA, PT",YKT001,PACETIK 500 MG KAPLET 100's,35,BOX,
#REF!,"PERINTIS BUKIT FARMA, PT",YKT008,YEFAMOX 500 MG KAPLET 100's,87,BOX,
#REF!,"PERINTIS BUKIT FARMA, PT",YKT009,YEKAPONS 500 MG KAPLET 100'S,100,BOX,
#REF!,"KUALA TANJUNG, APTK",NPH020,NOVASTAN SYRUP 60 ML,900,BTL,
#REF!,"KUALA TANJUNG, APTK",NPH083,GRICIN 125 MG TABLET 100's,100,BOX,
#REF!,"KUALA TANJUNG, APTK",NPH089,FERBION(Vitamin dan Mineral)Kapsul 100'S,200,BOX,
#REF!,"KUALA TANJUNG, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,150,BOX,
#REF!,"KUALA TANJUNG, APTK",NPH091,NOVARON (Metamizole Sodium) KAPLET 100'S,540,POT,
#REF!,"BERKAT NAULI, APOTEK",NPH067,CEFFORD FORTE DRY SYRUP 60 ML,120,BTL,
#REF!,"BERKAT NAULI, APOTEK",RAM001,CALORTUSIN KAPLET 100's,5,BOX,
#REF!,"BERKAT NAULI, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",5,BOX,
#REF!,"LAMHOT FARMA, APTK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,20,BOX,
#REF!,"LAMHOT FARMA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,250,BTL,
#REF!,"LAMHOT FARMA, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,100,BOX,
#REF!,"LAMHOT FARMA, APTK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),200,POT,
#REF!,"LARIS, APOTEK",AFI020,"SALEP 2-4 (As. salisilat, sulfur praecipitatum) 15 GR POT/10'S",100,POT,
#REF!,"LARIS, APOTEK",NPH088,ZENTRIS (Cetirine HCl 10 mg) TABLET 100's,50,BOX,
#REF!,"LARIS, APOTEK",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),200,POT,
#REF!,"MISIDI FARMA, APOTEK",NPH086,COMVIT D 1000 IU KAPLET 30'S,1,BOX,
#REF!,"MISIDI FARMA, APOTEK",RAM030,ERYRA FORTE TABLET 100's,1,BOX,
#REF!,"INTI SEHAT, APOTEK",ERT001,ETABION KAPSUL 100'S,20,BOX,
#REF!,"INTI SEHAT, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,50,BOX,
#REF!,"INTI SEHAT, APOTEK",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,20,BOX,
#REF!,"INTI SEHAT, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)",200,pot,
#REF!,KHAN APOTEK,NPG054,MELOXICAM 15 MG TABLET 100'S,136,BOX,
#REF!,KHAN APOTEK,NPG055,"MELOXICAM 7,5 MG TABLET 100'S",136,BOX,
#REF!,KHAN APOTEK,NPH069,PARAFEN KAPLET 100's,200,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,200,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",ERT001,ETABION KAPSUL 100'S,85,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,30,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",IFR040,ROVERTON KAPLET 100'S,50,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",NPG032,GUAIFENESIN TABLET  100'S,50,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,136,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,80,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",SOL002,ORPHEN 4 MG KAPLET 200'S,120,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",SOL004,SOLPENOX 125 MG SYRUP 60 ML,600,BTL,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,200,BOX,
AGUSTUS 2020,"SUBUR JAYA FARMA, APT",YKT008,YEFAMOX 500 MG KAPLET 100's,50,BOX,
AGUSTUS 2020,"MANDIRI, APT",ERG003,CAPTOPRIL 25 MG TABLET 100'S,25,BOX,
AGUSTUS 2020,"MANDIRI, APT",ERT010,ETAFEN 400 MG TABLET 100'S,10,BOX,
AGUSTUS 2020,"MANDIRI, APT",NPG011,METRONIDAZOLE 500 MG TABLET 100's,3,BOX,
AGUSTUS 2020,"MANDIRI, APT",NPG018,IBUPROFEN 400 MG TABLET 100'S,5,BOX,
AGUSTUS 2020,"MANDIRI, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,30,BOX,
AGUSTUS 2020,"MANDIRI, APT",NPH016,NOVADRYL SYRUP 60 ML,120,BTL,
AGUSTUS 2020,"MANDIRI, APT",RAM004,DOLORSTAN FORTE KAPLET 100'S,10,BOX,
AGUSTUS 2020,"MANDIRI, APT",RAM005,ERYRA SYRUP 60 ML,10,BTL,
AGUSTUS 2020,"MANDIRI, APT",RAM018,"RAMOLIT ORALIT SACHET 50's @ 4,24 g",1,BOX,
AGUSTUS 2020,"MANDIRI, APT",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,2,BOX,
AGUSTUS 2020,"MANDIRI, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),50,POT,
AGUSTUS 2020,"MANDIRI, APT",YKT027,CYROX KAPLET 100'S,1,BOX,
AGUSTUS 2020,"BERSAMA FARMA, APOTEK",NPH037,VADROL 4 MG TABLET 100'S,20,BOX,
AGUSTUS 2020,"BERSAMA FARMA, APOTEK",RAM001,CALORTUSIN KAPLET 100's,40,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",CIB004,"CITOPRIM (Sulfametoksazol 400mg, Trimetoprim 80mg) KAPLET 100'S",297,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,200,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",ERG011,SALBUTAMOL SULFATE 2 MG TABLET 100'S,"1,769",BOX,
AGUSTUS 2020,"MARAMPAR, APTK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,400,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",ERT001,ETABION KAPSUL 100'S,100,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",ERT010,ETAFEN 400 MG TABLET 100'S,200,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,300,BTL,
AGUSTUS 2020,"MARAMPAR, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,100,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",ERT024,ETAPRIL TABLET 100'S,275,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",IFR002,ARMACORT CREAM 5 GR,620.,UBE,
AGUSTUS 2020,"MARAMPAR, APTK",IFR015,"FARIDEXON 0,5 MG KAPLET 100'S /BLISTER",301,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",IFR046,TIDIFAR 200 MG TABLET 100'S,18,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",IKT017,HAND SANITIZER MELON 30 ML 6'S,20,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",IKT018,ALKOHOL 70% CAP BETET 100 ML 6'S,12,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",NPG032,GUAIFENESIN TABLET  100'S,136,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,136,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",NPH005,NOVADIAR SYRUP 60 ML,360,BTL,
AGUSTUS 2020,"MARAMPAR, APTK",NPH010,NOVAMOX SYRUP 60 ML,"1,260",BTL,
AGUSTUS 2020,"MARAMPAR, APTK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,300,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",NPH020,NOVASTAN SYRUP 60 ML,180,BTL,
AGUSTUS 2020,"MARAMPAR, APTK",NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),180,BTL,
AGUSTUS 2020,"MARAMPAR, APTK",NPH041,NOVACYCLINE 250 MG KAPSUL 500's,10,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",NPH045,NUVOPEC TABLET 100's,136,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",NPH046,NOVAKID SYRUP 60 ml,360,BTL,
AGUSTUS 2020,"MARAMPAR, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)",640,POT,
AGUSTUS 2020,"MARAMPAR, APTK",NPH083,GRICIN 125 MG TABLET 100's,136,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",NPH089,FERBION(Vitamin dan Mineral)Kapsul 100'S,100,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,210,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",RAG011,ANTASIDA DOEN TABLET 100'S,200,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",RAM001,CALORTUSIN KAPLET 100's,100,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",RAM015,RAGYL FORTE 500 MG TABLET 100's,106,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",RAM024,BIOVITAN SYRUP 60 ML,300,BTL,
AGUSTUS 2020,"MARAMPAR, APTK",RAM035,RANACID FORTE KAPLET 100'S,99,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",SLF001,SELESCARDIO 5 (Amlodipine 5 mg) KAPTAB 30'S,311,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S","1,000",BOX,
AGUSTUS 2020,"MARAMPAR, APTK",SPD003,"CARBIDU 0,5 MG TABLET 200'S",100,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",SPD004,MEXON TABLET 100'S,100,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)",500,POT,
AGUSTUS 2020,"MARAMPAR, APTK",TRM010,SEVOS 8 MG TABLET 100'S,150,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",TRM024,VITAKIDS (Vit C 50 mg) TABLET 30'S RASA JERUK,184,POT,
AGUSTUS 2020,"MARAMPAR, APTK",TRM029,"VETASEN (GG, Dextromethorphan HBr, CTM) TABLET 100'S",295,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),400,POT,
AGUSTUS 2020,"MARAMPAR, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,100,BOX,
AGUSTUS 2020,"MARAMPAR, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),300,POT,
AGUSTUS 2020,"MARAMPAR, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"1,200",POT,
AGUSTUS 2020,"MARAMPAR, APTK",YKT034,LOPURIC (Allupurinol 100 mg) TABLET 100'S,100,BOX,
AGUSTUS 2020,"CEMERLANG, APOTEK",ERT016,ETAGASTRIN KAPSUL 30's,100,BOX,
AGUSTUS 2020,"CEMERLANG, APOTEK",NPH043,ROSIDON 10 MG TABLET 100's,30,BOX,
AGUSTUS 2020,"CEMERLANG, APOTEK",RAM021,RAMADRYL EKSPEKTORAN SYRUP 60 ML,500,BTL,
AGUSTUS 2020,"MAWAR, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,100,BOX,
AGUSTUS 2020,"MAWAR, APTK",SPD004,MEXON TABLET 100'S,50,BOX,
AGUSTUS 2020,TOKO OBAT YOWAN JAYA,NPH006,NOVAGESIC SYRUP 60 ML,120,BTL,
#REF!,"SEMOGA JAYA, APOTEK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",50,BOX,
#REF!,"SEMOGA JAYA, APOTEK",ERT021,ETAMOX 500 MG KAPLET 100'S,50,BOX,
#REF!,"SEMOGA JAYA, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,50,BOX,
#REF!,"SEMOGA JAYA, APOTEK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,50,BOX,
#REF!,"SEMOGA JAYA, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,100,BOX,
#REF!,"MEGAH TETAP SAKTI, PT",ZNT039,COLDREXIN SYRUP 60 ML,144,BTL,
#REF!,"MESTIKA, APT",ERT022,ETAMOXUL KAPLET 100'S,50,BOX,
#REF!,"MESTIKA, APT",IFR102,YUSIMOX FORTE SYRUP 60 ML,120,BTL,
#REF!,"MESTIKA, APT",NPH016,NOVADRYL SYRUP 60 ML,120,BTL,
#REF!,"MESTIKA, APT",SOL004,SOLPENOX 125 MG SYRUP 60 ML,180,BTL,
#REF!,"MESTIKA, APT",SPD003,"CARBIDU 0,5 MG TABLET 200'S",12,BOX,
#REF!,"MESTIKA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,50,BOX,
#REF!,"MESTIKA, APT",TRM034,BIONCE KAPSUL 100'S,30,BOX,
#REF!,"LAJU SEHAT, APOTEK",SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S",600,BOX,
#REF!,"ALPHA FARMA, APOTEK",ERT010,ETAFEN 400 MG TABLET 100'S,15,BOX,
#REF!,"ALPHA FARMA, APOTEK",ERT016,ETAGASTRIN KAPSUL 30's,30,BOX,
#REF!,"ALPHA FARMA, APOTEK",ERT022,ETAMOXUL KAPLET 100'S,50,BOX,
#REF!,"ALPHA FARMA, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100'S,408,BOX,
#REF!,"ALPHA FARMA, APOTEK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,219,BOX,
#REF!,"ALPHA FARMA, APOTEK",NPH025,NOVACHLOR KAPSUL 100's,6,BOX,
#REF!,"ALPHA FARMA, APOTEK",NPH027,"NOVADEX 0,5 MG TABLET 200's",144,BOX,
#REF!,"ALPHA FARMA, APOTEK",RAG012,AMLODIPINE BESILATE 5 MG TABLET 100'S,30,BOX,
#REF!,"ALPHA FARMA, APOTEK",SMC001,SAMCOBION KAPSUL 100's,100,BOX,
#REF!,"ALPHA FARMA, APOTEK",SMC018,SAMTACID TABLET 100'S,130,BOX,
#REF!,"ALPHA FARMA, APOTEK",SOL002,ORPHEN 4 MG KAPLET 200'S,60,BOX,
#REF!,"ALPHA FARMA, APOTEK",TRM026,SEVOS 4 MG TABLET 100'S,150,BOX,
#REF!,"ALPHA FARMA, APOTEK",YKT001,PACETIK 500 MG KAPLET 100's,75,BOX,
#REF!,"QIYYA FARMA, APOTEK",NPG055,"MELOXICAM 7,5 MG TABLET 100'S",50,BOX,
#REF!,"QIYYA FARMA, APOTEK",SMC001,SAMCOBION KAPSUL 100's,300,BOX,
#REF!,"QIYYA FARMA, APOTEK",TRMG009,ANTASIDA DOEN TABLET 100'S,100,BOX,
#REF!,"QIYYA FARMA, APOTEK",NPG055,"MELOXICAM 7,5 MG TABLET 100'S",50,BOX,
#REF!,"QIYYA FARMA, APOTEK",SMC001,SAMCOBION KAPSUL 100's,300,BOX,
#REF!,"QIYYA FARMA, APOTEK",TRMG009,ANTASIDA DOEN TABLET 100'S,100,BOX,
#REF!,"NASIONAL FARMA, APOTEK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,100,BOX,
#REF!,"NASIONAL FARMA, APOTEK",NPH015,NOVAFLOX 500 MG KAPLET 100's,30,BOX,
#REF!,"NASIONAL FARMA, APOTEK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,120,BTL,
#REF!,"MITRA BERSAMA, APOTEK",AFI019,MOMMA (As. Folat 1000 mcg) TABLET 100'S,3,BOX,
#REF!,"MITRA BERSAMA, APOTEK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",10,BOX,
#REF!,"MITRA BERSAMA, APOTEK",NPG053,LORATADINE 10 MG TABLET 100'S,5,BOX,
#REF!,"MITRA BERSAMA, APOTEK",NPG055,"MELOXICAM 7,5 MG TABLET 100'S",6,BOX,
#REF!,"MITRA BERSAMA, APOTEK",PROG021,SUCRALFATE 500MG/5ML SUSP 100ML,20,BTL,
#REF!,"MITRA BERSAMA, APOTEK",RAM030,ERYRA FORTE TABLET 100's,1,BOX,
#REF!,"MITRA BERSAMA, APOTEK",RAM046,AFOLAT 400 MG TABLET 100S,4,BOX,
#REF!,"MITRA BERSAMA, APOTEK",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,3,BOX,
#REF!,"MITRA BERSAMA, APOTEK",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,3,BOX,
#REF!,"MITRA BERSAMA, APOTEK",SOL010,SOLPENOX (Amoxicillin) 500 MG KAPLET 100'S,3,BOX,
#REF!,"KASIH AGAPE, APOTEK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,25,BOX,
#REF!,"KASIH AGAPE, APOTEK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,12,BOX,
#REF!,"KASIH AGAPE, APOTEK",NPG011,METRONIDAZOLE 500 MG TABLET 100's,5,BOX,
#REF!,"KASIH AGAPE, APOTEK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,10,BOX,
#REF!,"NASIONAL AF, APT",NPH023,NOVAMAG SYRUP 60 ML,3,BTL,
#REF!,"MITRA MEDIKA BINTANG CEMERLANG, PT",NPH006,NOVAGESIC SYRUP 60 ML,600,BTL,
#REF!,"MITRA MEDIKA BINTANG CEMERLANG, PT",TRMG009,ANTASIDA DOEN TABLET 100'S,"1,000",BOX,
